role,atom_id,x_A,y_A,z_A,is_gb,first_neighbor_count,distance_to_nearest_gb_A,bulk_distance_rank,wagih_delta_e_kj_mol
gb_sample,181972,75.4952011,176.9680024,82.2057037,1,,0.0,,2.080467
gb_sample,329861,158.177002,23.1793995,181.7449951,1,,0.0,,3.4319017
gb_sample,257147,79.7707978,88.9020004,162.8939972,1,,0.0,,0.1481639
gb_sample,6743,9.01052,197.0950012,186.0,1,,0.0,,5.0145626
gb_sample,246228,45.2820015,109.9830018,163.4479981,1,,0.0,,38.8507234
gb_sample,101896,82.5902024,22.0487995,43.1169014,1,,0.0,,37.7719231
gb_sample,21989,195.8500062,183.0130005,127.5820008,1,,0.0,,36.7320214
gb_sample,311413,1.70462,78.8618012,180.7310028,1,,0.0,,-14.3746348
gb_sample,293449,169.3589935,32.2145004,18.862301,1,,0.0,,53.219574
gb_sample,226268,134.9559938,19.6163998,115.612999,1,,0.0,,32.7219353
gb_sample,353275,112.9380036,158.9640046,114.2979965,1,,0.0,,40.5021324
gb_sample,118765,27.9230004,32.1067009,109.2979965,1,,0.0,,5.6776328
gb_sample,50143,29.5056,82.8915024,164.9400024,1,,0.0,,29.3434563
gb_sample,298244,162.9779968,62.9294014,45.8993988,1,,0.0,,-11.1158314
gb_sample,128923,13.0879002,61.3213005,106.8229981,1,,0.0,,2.0117147
gb_sample,134492,119.2320023,54.4135018,93.9312974,1,,0.0,,35.4791832
gb_sample,339319,30.5809002,199.2599945,159.7910004,1,,0.0,,20.0292206
gb_sample,196457,110.2009964,13.2754002,128.8350067,1,,0.0,,37.7988587
gb_sample,180382,68.4595032,199.5729981,95.4453964,1,,0.0,,49.6421547
gb_sample,335468,196.348999,-1.50726,150.9600068,1,,0.0,,15.1700335
gb_sample,408359,7.2484598,161.4909973,28.6539002,1,,0.0,,-9.0844584
gb_sample,292263,115.2910004,185.1470032,153.0420074,1,,0.0,,33.0640106
gb_sample,470425,111.4629975,105.8949966,36.9355012,1,,0.0,,35.0049362
gb_sample,448056,166.9019928,157.1549988,39.9000016,1,,0.0,,12.3519974
gb_sample,116484,52.0126991,49.8796006,134.3549957,1,,0.0,,24.7647019
gb_sample,226916,155.4170075,68.844597,177.1889954,1,,0.0,,22.754839
gb_sample,5791,22.6938992,171.048996,144.9559938,1,,0.0,,7.4893985
gb_sample,128839,23.6135006,69.6979981,140.2220001,1,,0.0,,24.814848
gb_sample,214753,166.5310059,71.1931992,131.3990021,1,,0.0,,12.983552
gb_sample,272784,9.6653099,198.8950044,97.0470963,1,,0.0,,18.4176788
gb_sample,228355,158.776001,59.1049995,180.6439972,1,,0.0,,-8.5098267
gb_sample,235044,142.6690064,17.849701,178.0789948,1,,0.0,,29.1334343
gb_sample,361776,154.5910034,161.0829926,56.0929985,1,,0.0,,-30.2050457
gb_sample,369077,141.227005,126.4670029,56.5856018,1,,0.0,,14.897977
gb_sample,3463,30.1765995,158.0780029,153.3040009,1,,0.0,,6.909185
gb_sample,194440,124.4120026,185.1230011,190.3240051,1,,0.0,,15.0720463
gb_sample,448346,167.6490021,178.0390015,51.3973007,1,,0.0,,35.221035
gb_sample,369192,150.324997,129.8359986,78.8426972,1,,0.0,,16.7031231
gb_sample,3200,27.9118004,177.326004,152.2940064,1,,0.0,,25.2064304
gb_sample,410451,3.4635799,137.0200043,31.3215008,1,,0.0,,34.4966088
gb_sample,343768,23.6714993,22.9092008,29.2693005,1,,0.0,,0.717848
gb_sample,449733,188.6450043,167.0399933,47.4861985,1,,0.0,,-8.2391548
gb_sample,5290,4.16359,182.6759949,33.7151985,1,,0.0,,-3.9489634
gb_sample,468643,133.9069978,87.9992982,55.950901,1,,0.0,,4.4690323
gb_sample,80209,98.4005966,109.9710008,4.48031,1,,0.0,,24.3154564
gb_sample,212941,146.4029999,108.8460008,144.5959931,1,,0.0,,1.0853136
gb_sample,455312,169.7559967,116.0070038,45.5449982,1,,0.0,,23.4784966
gb_sample,354843,95.9860002,144.828003,95.6867981,1,,0.0,,34.09869
gb_sample,438072,188.6300049,185.4900055,107.413002,1,,0.0,,-10.3413019
gb_sample,93611,137.4589997,99.6175003,176.6959992,1,,0.0,,44.2486267
gb_sample,311607,178.4589997,93.7114029,193.1009979,1,,0.0,,11.604147
gb_sample,228557,110.2080002,35.2714996,129.1040039,1,,0.0,,-7.108933
gb_sample,195683,98.6456986,13.8604002,18.1228008,1,,0.0,,17.3950634
gb_sample,331950,154.828003,28.0028992,202.2100067,1,,0.0,,18.8231774
gb_sample,471035,94.020401,113.6299973,35.4028015,1,,0.0,,-14.4097576
gb_sample,61716,64.3559036,124.663002,179.9889984,1,,0.0,,0.3974212
gb_sample,136398,172.1990051,91.6697998,115.8740006,1,,0.0,,23.3275471
gb_sample,205571,68.901001,32.2332001,6.4452801,1,,0.0,,48.0760956
gb_sample,209743,53.6278992,43.3875008,180.3820038,1,,0.0,,36.1294098
gb_sample,709,39.1539002,149.880005,190.5879975,1,,0.0,,24.8112431
gb_sample,177516,100.5569992,189.5870056,55.5724983,1,,0.0,,21.0976334
gb_sample,59972,47.5391007,118.3219986,169.2779999,1,,0.0,,-22.5466748
gb_sample,246383,48.7445984,135.4029999,169.0079956,1,,0.0,,13.7595978
gb_sample,461505,162.227005,87.2309036,62.5763016,1,,0.0,,22.1909676
gb_sample,380712,87.5473023,164.2209931,58.4239006,1,,0.0,,7.1283741
gb_sample,306703,28.4906998,67.4800034,40.2542992,1,,0.0,,-7.398592
gb_sample,205489,64.0323029,36.1585007,3.14831,1,,0.0,,8.2178335
gb_sample,454242,158.2079926,118.2490006,157.2209931,1,,0.0,,9.3712235
gb_sample,348498,110.1790009,172.2949982,105.0360031,1,,0.0,,6.2869806
gb_sample,417298,151.2700043,115.8440018,100.2020035,1,,0.0,,6.94619
gb_sample,66506,18.8735008,122.026001,161.3919983,1,,0.0,,26.195116
gb_sample,210229,67.0294037,4.8856502,200.7310028,1,,0.0,,5.8346687
gb_sample,180660,77.846901,188.5059967,79.447197,1,,0.0,,-0.810174
gb_sample,259959,114.4749985,87.4026032,100.2939987,1,,0.0,,28.7922402
gb_sample,133803,133.2980042,56.5368996,61.8925018,1,,0.0,,15.5295601
gb_sample,266445,106.711998,96.3275986,167.7810059,1,,0.0,,27.2009392
gb_sample,379302,90.4340973,164.5590058,53.4258003,1,,0.0,,-6.7817979
gb_sample,162772,7.1196699,35.7039986,124.8570024,1,,0.0,,19.8407136
gb_sample,162412,189.4519959,24.2285004,135.2779999,1,,0.0,,-9.2918434
gb_sample,215753,166.6190033,68.3468018,130.8350067,1,,0.0,,5.1414604
gb_sample,42317,138.3970032,154.5110016,188.904007,1,,0.0,,-0.0044079
gb_sample,76268,40.3437996,130.7630005,30.6546002,1,,0.0,,2.190712
gb_sample,416794,18.7833004,102.4209976,131.4819947,1,,0.0,,6.9247762
gb_sample,349474,85.0915985,150.7290039,92.0466995,1,,0.0,,25.3605156
gb_sample,438251,38.3041,116.4489975,83.558403,1,,0.0,,22.1033039
gb_sample,453523,153.8139954,153.4290009,18.6329994,1,,0.0,,20.5717716
gb_sample,369817,135.6390076,118.8499986,57.5583,1,,0.0,,3.1871038
gb_sample,411460,175.0919952,102.4970017,141.0209961,1,,0.0,,14.8966026
gb_sample,101117,102.1419983,35.4161987,91.5626984,1,,0.0,,-5.8717442
gb_sample,183256,36.6907997,0.675021,83.921898,1,,0.0,,30.6465302
gb_sample,277060,29.0898991,164.6499939,103.6620026,1,,0.0,,34.8147774
gb_sample,365998,151.8919984,145.8000031,82.016098,1,,0.0,,12.1583252
gb_sample,131558,16.6665993,88.6369019,132.779007,1,,0.0,,21.9602718
gb_sample,16629,188.7350006,5.97018,187.0729981,1,,0.0,,23.7138596
gb_sample,301172,28.8789998,44.0875015,23.7481003,1,,0.0,,13.7158966
gb_sample,234343,125.4860001,2.35094,139.5370026,1,,0.0,,21.1827335
gb_sample,75246,21.3999996,136.0690002,195.3919983,1,,0.0,,3.5246001
gb_sample,314181,-0.251431,93.6430969,175.5050049,1,,0.0,,12.8697758
gb_sample,309894,180.4909973,96.5294037,60.1296997,1,,0.0,,-8.3862505
gb_sample,208326,48.9175988,69.1986008,166.4920044,1,,0.0,,18.3915672
gb_sample,385882,71.8471986,137.1600037,26.5888996,1,,0.0,,53.6795922
gb_sample,290787,84.6252976,187.7010041,164.5659943,1,,0.0,,-0.8914988
gb_sample,290312,89.8784028,191.2599945,153.154007,1,,0.0,,17.8561708
gb_sample,300818,181.3600006,56.5200997,0.847766,1,,0.0,,6.1163387
gb_sample,290575,85.2795029,173.4320069,149.5720063,1,,0.0,,10.1389256
gb_sample,214310,131.2539978,98.9589006,136.9100038,1,,0.0,,19.1099434
gb_sample,315065,193.6080017,117.836998,38.0303001,1,,0.0,,-6.8445722
gb_sample,296400,16.1940994,37.4803009,71.8066025,1,,0.0,,45.5794831
gb_sample,212025,151.2250061,102.2549973,123.3239975,1,,0.0,,19.2659245
gb_sample,233731,127.4079971,18.9472008,153.9889984,1,,0.0,,23.0747929
gb_sample,173244,113.5130005,195.3289948,54.2545014,1,,0.0,,16.6616745
gb_sample,272735,7.9561602,189.9980012,99.9945984,1,,0.0,,30.997364
gb_sample,291161,82.5081024,183.2859955,174.845993,1,,0.0,,12.0624485
gb_sample,292477,173.8760072,15.3108997,43.4104004,1,,0.0,,-0.5432564
gb_sample,296099,193.5709992,36.5191994,14.0948,1,,0.0,,10.6511755
gb_sample,314276,185.3679962,99.9776994,179.6609955,1,,0.0,,10.8472768
gb_sample,44469,62.646801,59.7192993,191.8399964,1,,0.0,,3.519469
gb_sample,173250,113.5950012,-1.35481,45.2792015,1,,0.0,,22.4445381
gb_sample,106961,80.0944977,47.5984001,36.0349998,1,,0.0,,2.406492
gb_sample,365611,136.9250032,139.1990051,118.5339966,1,,0.0,,14.1231737
gb_sample,173190,121.0,182.5420075,106.487999,1,,0.0,,30.6998291
gb_sample,447109,166.9360046,164.2209931,47.8279991,1,,0.0,,23.5101452
gb_sample,251044,61.0511017,154.7669983,178.3399964,1,,0.0,,21.8820592
gb_sample,302588,25.862301,48.5928002,18.0716991,1,,0.0,,17.1545086
gb_sample,365939,146.6109925,141.9839936,57.4147987,1,,0.0,,-11.1404629
gb_sample,44248,65.4775009,38.5919991,28.1009998,1,,0.0,,19.1425457
gb_sample,378305,92.0317993,137.949997,19.3372994,1,,0.0,,23.6499081
gb_sample,221090,180.1589966,60.8227997,159.2380066,1,,0.0,,19.1951523
gb_sample,178880,76.1905975,1.2195701,69.3772965,1,,0.0,,10.6275139
gb_sample,168111,129.8379975,198.2400055,109.7710037,1,,0.0,,-8.639926
gb_sample,224849,124.074997,85.9312974,174.2489929,1,,0.0,,27.3777981
gb_sample,79502,97.3595963,91.7385025,19.9095002,1,,0.0,,5.9782376
gb_sample,31876,160.9380036,13.2577,173.9179994,1,,0.0,,35.2466889
gb_sample,339327,186.5740052,28.6513996,18.4458008,1,,0.0,,12.3089514
gb_sample,171972,122.967003,183.5099945,108.5110016,1,,0.0,,12.7670784
gb_sample,3195,26.1872997,176.2250061,159.0529938,1,,0.0,,37.3317871
gb_sample,448011,5.8015399,160.3459931,62.0998001,1,,0.0,,3.6141141
gb_sample,143272,173.9799958,45.7591019,57.5786019,1,,0.0,,6.6346903
gb_sample,429168,24.4526997,132.095993,113.0729981,1,,0.0,,23.0463619
gb_sample,356731,96.4052963,138.4660034,98.3299027,1,,0.0,,6.1700559
gb_sample,226451,140.2899933,14.5460997,116.4909973,1,,0.0,,8.8184319
gb_sample,78149,113.4690018,83.7390976,63.9095002,1,,0.0,,17.6356373
gb_sample,156546,186.9629974,47.3722,142.2089996,1,,0.0,,9.9408408
gb_sample,408212,6.3835902,172.1920013,29.6555004,1,,0.0,,24.1682587
gb_sample,44385,87.459198,53.7403984,20.8945008,1,,0.0,,21.4212933
gb_sample,210691,50.8834,41.1571999,173.9579926,1,,0.0,,17.8159485
gb_sample,71763,82.3141022,127.6320038,39.808899,1,,0.0,,42.9094276
gb_sample,225256,154.5850067,23.1103993,123.487999,1,,0.0,,4.37502
gb_sample,18349,201.1920013,144.371994,143.4730072,1,,0.0,,1.0474159
gb_sample,93063,116.7340012,91.6091995,175.7910004,1,,0.0,,9.3857536
gb_sample,320106,174.6410065,51.7290993,166.1119995,1,,0.0,,8.515687
gb_sample,158655,149.5720063,1.07203,116.1849976,1,,0.0,,-6.8449392
gb_sample,238098,50.7881012,112.2350006,91.5479965,1,,0.0,,4.0334606
gb_sample,394234,34.142601,149.4880066,192.7039948,1,,0.0,,9.9553672
gb_sample,212193,160.3040009,113.0709991,146.3289948,1,,0.0,,-4.4657965
gb_sample,470065,99.4120026,136.2109985,17.3283997,1,,0.0,,40.4594498
gb_sample,94074,159.6909943,58.3386002,24.909401,1,,0.0,,7.7833028
gb_sample,448006,163.7259979,152.3170014,33.3574982,1,,0.0,,40.4275513
gb_sample,257102,109.7720032,168.8300019,124.3339996,1,,0.0,,-2.6587219
gb_sample,450526,181.6340027,113.348999,160.4069977,1,,0.0,,10.2817526
gb_sample,169829,99.0733032,28.1467991,74.3825989,1,,0.0,,67.3379746
gb_sample,293030,159.5829926,28.7040005,22.7574005,1,,0.0,,0.4594555
gb_sample,178704,68.1908035,11.3905001,65.8871002,1,,0.0,,7.1075192
gb_sample,184155,105.5419998,79.8414994,177.7619934,1,,0.0,,7.9284626
gb_sample,140614,194.779007,81.3871002,92.7469025,1,,0.0,,23.1634941
gb_sample,159403,179.4279938,27.7250996,135.1959992,1,,0.0,,23.3763676
gb_sample,235403,23.2730999,139.9810028,130.6269989,1,,0.0,,25.9497872
gb_sample,460091,165.0540009,88.5150986,40.9385986,1,,0.0,,1.22639
gb_sample,345643,46.6459008,196.1320038,195.7449951,1,,0.0,,9.1199083
gb_sample,93909,152.6560059,36.8773004,38.7128983,1,,0.0,,21.9070722
gb_sample,286995,73.3146973,165.0350037,115.6460037,1,,0.0,,23.4866047
gb_sample,283176,35.8246994,153.8009949,143.2680054,1,,0.0,,28.144928
gb_sample,41488,129.9349976,8.38163,10.6543999,1,,0.0,,12.868826
gb_sample,153465,10.2832003,64.3457031,112.5169983,1,,0.0,,-5.1177082
gb_sample,470750,106.6380005,108.8610002,41.2336998,1,,0.0,,41.0806656
gb_sample,181940,79.9580002,166.5460053,112.2399979,1,,0.0,,22.3593807
gb_sample,98522,152.1880035,100.4459992,167.2189942,1,,0.0,,4.1157026
gb_sample,231692,143.7749939,54.5287018,183.876999,1,,0.0,,23.0713978
gb_sample,162927,160.4900055,-1.71811,125.578003,1,,0.0,,-7.7085953
gb_sample,164713,5.6746803,13.0281,81.6159973,1,,0.0,,-1.2750629
gb_sample,340363,-0.504292,1.32928,179.2920075,1,,0.0,,10.6947842
gb_sample,286874,73.2089996,9.6298704,151.0130005,1,,0.0,,-5.9717432
